qid,query,docno,text,biased_rank,debiased_rank,source,from,selected_in_turn,semantic_sim,label
1040198,who is the final arbiter of florida law in instances where there is no federal authority,msmarco_passage_62_514650149,"According to (Fine) both federal and state court structures will have the U.S. Supreme Court as the final arbiter of federal law, as the highest court of every state is called the Supreme Court; and the Supreme Court will have the power to interpret the matters of the law of that state.",11,8.0,top from debiased,debiased,8,,
1040198,who is the final arbiter of florida law in instances where there is no federal authority,msmarco_passage_18_540221396,"Book of Judgement - Supplement, expanding on the Adeptus Arbites and Scum of the Calix Sector with new rules, backgrounds, alternate careers and equipment for playing servants or recidivists of the Adeptus Arbites, the federal law of the Imperium.",86,,easy negative,debiased,9,0.10432745665311813,
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_04_229219126,"Life Cycle. The dominant stage in the life cycle of bryophytes is the sexually reproducing gametophyte plant stage. But because of the extreme environmental conditions under which these plants exist, most reproduction occurs asexually.",1,1.0,top from biased,biased,1,,
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_13_403234311,"D is correct. All bryophytes have a dominant gametophyte stage in their life cycle. During this stage, the plant is haploid and the sex organs that produce the gametes are developed. Bryophytes are unique compared to many other plant species in that they remain in this stage for long periods.",2,2.0,top from biased,biased,2,,
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_09_610218932,"The haploid stage, in which a multicellular haploid gametophyte develops from a spore and produces haploid gametes, is the dominant stage in the bryophyte life cycle. This stands in direct contrast to the tracheophyte life cycle, in which the diploid stage is dominant.",3,5.0,top from biased,biased,3,,
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_39_832891254,In all Bryophytes the gametophyte generation is dominant. In all other land plants the sporophyte generation is dominant. It is customary to place the dominant generation in the top half of the life cycle diagram. The figure given above summarises the life cycle of a typical Bryophyte.,4,3.0,top from biased,biased,4,,
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_00_692365008,"In Bryophytes, the gameophyte is the dominant, recognizable stage of life cycle and is the stage that carries out most of the plant's photosynthesis. ﻿. Chapter 22-3 Ferns, Lifecycle Diagram & #1-3.",6,4.0,top from debiased,debiased,5,,
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_02_555869908,"Algae and bryophytes contain a dominant gametophytic stage. The sporophyte is dominant on pteridophytes, gymnosperms, and angiosperms. The gametophyte represents the sexual phase and sporophyte represents the asexual phase of the plant life cycle.",9,6.0,top from debiased,debiased,6,,
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_04_176516058,"Bryophytes or Moss plants life cycle goes with two stages. The
two stages are the haploid (gametophyte) and the diploid
(sporophyte) which is the dominant stage.",7,7.0,top from debiased,debiased,7,,
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_40_129206162,"Thus, the gametophyte stage is dominant in the more primitive (nonvascular) plants ( bryophytes ), whereas the sporophyte is the dominant phase in the life cycle of higher (i.e., vascular) plants. In algae, the dominant phase often depends on environmental conditions, though some species have determinant life cycles.",15,8.0,top from debiased,debiased,8,,
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_31_573665262,"Additional topics. Moss - Life Cycle. Moss - Bryophyte Characteristics. Other Free Encyclopedias. Science Encyclopedia Science & Philosophy: Molecular distillation to My station and its duties: Moss - Bryophyte Characteristics, Moss Characteristics, Life Cycle, Habitat And Ecology, Evolution, Importance To Humans.",78,,easy negative,debiased,9,0.39587322473526,
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_23_292595528,"Oceanic plates are forced under continental plates, forming subduction zones. Subduction zones destroy oceanic crust. Transform boundaries occur where two plates are sliding horizontally past each other. They are also referred to as conservative boundaries because crust is neither created nor destroyed.",1,1.0,top from biased,biased,1,,
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_64_118540069,"Convergent boundaries are where the plates collide with one another causing the subduction of one plate beneath the other. Transform boundaries are the final type of plate boundary and at these locations, no new crust is created and none is destroyed. Instead, the plates slide horizontally past one another.",2,2.0,top from biased,biased,2,,
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_30_651422467,"3. Transform: two plates move horizontally past one another. Discuss the features, processes, and relative plate motions associated with a divergent plate boundary. A divergent boundary that occurs in the ocean will lead to a mid ocean ridge, in which magma will rise to fill the gap left between the two plates.",3,6.0,top from biased,biased,3,,
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_55_657553371,"Introduction. Where tectonic plates slip horizontally past one another, lithosphere is neither created nor destroyed. Instead, blocks of crust are torn apart in a broad zone of shearing between the two plates. Such boundaries are called transform plate boundaries because they connect other plate boundaries in various combinations, transforming the site of plate motion.",4,3.0,top from biased,biased,4,,
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_23_288556993,"An example of a subduction zone formed from a convergent boundary is the Chile-Peru trench. The last type of plate boundary is the transform boundary, which is where two plates slide past one another. Unlike the other two types of plate boundaries in which new seafloor is created at divergent boundaries and where old seafloor is subducted at convergent boundaries, transform plate boundaries neither create nor destroy the seafloor.",9,4.0,top from debiased,debiased,5,,
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_35_174658196,"The way one plate moves relative to another determines the type of boundary: spreading, where the two plates move away from each other; subduction, where the two plates move toward each other, with one sliding beneath the other; and transform, where the two plates slide horizontally past each other.",6,5.0,top from debiased,debiased,6,,
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_31_577003900,"Transform Boundaries. . Transform boundaries are when two tectonic plates slide horizontally past one another. Like divergent boundaries, transform boundaries can occur underwater or on land. When the two plates slide past each other, friction is caused, building up stress in both plates, which then causes an earthquake.",8,7.0,top from debiased,debiased,7,,
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_12_233474783,Transform-Fault Boundaries: Transform-Fault Boundaries are where two plates are sliding horizontally past one another. These are also known as transform boundaries or more commonly as faults. Most transform faults are found on the ocean floor.,10,8.0,top from debiased,debiased,8,,
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_04_194929669,"There are mainly two kinds of mountains, namely fold mountains and block mountains. Fold mountains are formed when a continental plate collides with either another continental plate or an oceanic plate. One example of a continental-continental collision is the collision of the Eurasian plate and the Indo-Australian plate, forming the Himalayas fold mountains range which contains Mt. Everest and K2.",87,,easy negative,debiased,9,0.5602693021297455,
1107704,what was the main benefit of a single european currency,msmarco_passage_06_221669119,Benefits Of Single European Currency - Free Coursework from Essay.uk.com. More coursework: 1 - A | B | C | D | E | F | G | H | I - J | K - L | M | N - O | P - S | T | U - Y.,1,22.0,top from biased,biased,1,,
1107704,what was the main benefit of a single european currency,msmarco_passage_06_847023736,"A single currency will be an important complement to the Single European Market, which would make the European Union a more powerful player in the global economy, and the UK might benefit from full-scale participation in this.",2,1.0,top from biased,biased,2,,
1107704,what was the main benefit of a single european currency,msmarco_passage_01_204519962,"Tangible proof of European integration, the single currency has a specific history of design, implementation, and policies. Although the switch to the euro took place almost 20 years ago, in some countries it is still possible to exchange old national notes and coins with the single European currency. Benefits of the euro.",3,2.0,top from biased,biased,3,,
1107704,what was the main benefit of a single european currency,msmarco_passage_53_63292867,"It helps to generate a very good economy and political sense. A single currency helps people to think on the same lines when comparing product prices between countries. A single currency between the Euro members, strengthens the European Union monetary policy within the financial world.",4,4.0,top from biased,biased,4,,
1107704,what was the main benefit of a single european currency,msmarco_passage_68_155495476,"European Union’s Common Currency. The European Union’s decision to have a common currency is a good economic decision. The single currency has several benefits including the increased trade within the region, eliminates exchange costs incurred by businesses transacting across borders, and eliminates exchange rate fluctuation risk. European Union member states have gained substantially from the use of a common currency.",5,3.0,top from debiased,debiased,5,,
1107704,what was the main benefit of a single european currency,msmarco_passage_22_36009561,"Stability, a single currency, mobility and growth. The EU has delivered more than half a century of peace, stability and prosperity, helped raise living standards and launched a single European currency: the euro. More than 340 million EU citizens in 19 countries now use it as their currency and enjoy its benefits.",8,5.0,top from debiased,debiased,6,,
1107704,what was the main benefit of a single european currency,msmarco_passage_06_847024080,"One country can no longer devalue its currency against another member country in a bid to increase the competitiveness of its exporters. A European currency will strengthen European identity. Federal Europe is not necessarily going to be a consequence of a shared single currency. The new Euro will be among the strongest currencies in the world, along with the US Dollar and the Japanese Yen.",6,6.0,top from debiased,debiased,7,,
1107704,what was the main benefit of a single european currency,msmarco_passage_51_47302845,"The euro is the official currency for most of the member states of the European Union. The geographic and economic region that uses the euro is known as the ""Eurozone."". Proponents of the euro believe that adopting a single currency over the European economic system reduces the exchange-rate risk to businesses, investors, and financial institutions .",12,7.0,top from debiased,debiased,8,,
1107704,what was the main benefit of a single european currency,msmarco_passage_06_474490299,"Euro Currency. advertisement. The euro, the new single European currency, became the official currency of Portugal and 11 other countries on January 1, 1999, but not in the form of cash. On January 1, 2002, euro bank notes and coins were introduced. During a 2-month transition period, escudo notes, the old currency of Portugal, were withdrawn from circulation.",86,,easy negative,debiased,9,0.38263442516326907,
1107821,what was radio free europe,msmarco_passage_40_167978653,"Radio Free Europe, also called Radio Free Europe/Radio Liberty (RFE/RL), radio broadcasting organization created by the United States government in 1950 to provide information and political commentary to the people of communist eastern Europe and the Soviet Union.",1,1.0,top from biased,biased,1,,
1107821,what was radio free europe,msmarco_passage_20_544498564,"Radio Free Europe. Radio Free Europe/ Radio Liberty Newsroom in Munich, 1994. Radio Free Europe was created and grew in its early years through the efforts of the National Committee for a Free Europe (NCFE), an anti-communist CIA front organization that was formed by Allen Dulles in New York City in 1949.",2,3.0,top from biased,biased,2,,
1107821,what was radio free europe,msmarco_passage_31_859330905,"Radio Free Europe/Radio Liberty (RFE/RL) as a broadcasting organization was founded as an anti-communist news source in 1949 by the National Committee for a Free Europe, as part of a large-scale Psychological Operation during the Cold War. RFE/RL received funds from the Central Intelligence Agency until 1972.",3,2.0,top from biased,biased,3,,
1107821,what was radio free europe,msmarco_passage_45_848744528,"10. Pirate American Radio. The National Committee for a Free Europe, whose greatest legacy is Radio Free Europe, was created with the CIA to combat communism in Europe. From 1949 on, the United States government funded the broadcast, which pulsed out throughout the Eastern Bloc states as a Cold War tactic.",4,4.0,top from biased,biased,4,,
1107821,what was radio free europe,msmarco_passage_20_544494898,"During the Cold War, Radio Free Europe (RFE) was broadcast to Soviet satellite countries (including the Baltic states) and Radio Liberty (RL) targeted the Soviet Union. RFE was founded as an anti-communist propaganda source in 1949 by the National Committee for a Free Europe. RL was founded two years later and the two organizations merged in 1976.",7,5.0,top from debiased,debiased,5,,
1107821,what was radio free europe,msmarco_passage_26_865036706,"Along with the broadcasts of the British Broadcasting Corporation and the Voice of America to Central and Eastern Europe, a major propaganda effort begun in 1949 was Radio Free Europe/Radio Liberty, dedicated to bringing about the peaceful demise of the Communist system in the Eastern Bloc.",8,6.0,top from debiased,debiased,6,,
1107821,what was radio free europe,msmarco_passage_65_235879265,"National Committee for a Free Europe organization was also established to address the plight of exiles from Eastern Europe (Parsons, n.d). Funded by the CIA, this organization established Radio Free Europe (REFE) in 1950, beginning its broadcast in July of the same year from Germany.",12,7.0,top from debiased,debiased,7,,
1107821,what was radio free europe,msmarco_passage_40_167980252,"The CIA ended its involvement in Radio Free Europe’s financing and operation in 1971, and control was transferred to a Board for International Broadcasting appointed by the U.S. president. Radio Free Europe was merged with a similar broadcasting organization named Radio Liberty in 1976, creating what is still called Radio Free Europe/Radio Liberty (RFE/RL).",5,8.0,top from debiased,debiased,8,,
1107821,what was radio free europe,msmarco_passage_33_726169219,"Top 10 Best Android FM Transmitter Apps for Free. Are you wondering what are some of the best FM radio transmitter apps for Android? Simple Radio – Free Live FM AM, TuneIn Radio, FM Radio, Radio.Net, My Tuner FM Radio, FM Radio India – Live Stations, iHeart Radio Free Music and Radio, Radio Online, iRadio FM Music and Radio, Radio Online app for Android – these are our pick of top 10 best Android FM transmitter apps.",95,,easy negative,debiased,9,0.14558302015066146,
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_66_809521360,OSH Act Home Safety Act Occupational Health Act  Workplace Safety Act. What law is concerned with the safety and health conditions in the majority of private-sector industries?,1,1.0,top from biased,biased,1,,
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_66_809521662,Occupational Safety and Health (OSH) Act is concerned with the safety and health conditions in the majority of private-sector industries. g. Expert answered| bheng2x |Points 47|. Log in for more information. Question.,2,2.0,top from biased,biased,2,,
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_10_696727361,OSH Act Home Safety Act Occupational Health Act  Workplace Safety Act. Occupational Safety and Health (OSH) Act is concerned with the safety and health conditions in the majority of private-sector industries. s. Expert answered| bheng2x |Points 47|. Log in for more information.,3,6.0,top from biased,biased,3,,
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_44_115337209,"Workplace Safety and Health. The Occupational Safety and Health (OSH) Act is administered by the Occupational Safety and Health Administration (OSHA). Safety and health conditions in most private industries are regulated by OSHA or OSHA-approved state programs, which also cover public sector employers.",4,3.0,top from biased,biased,4,,
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_44_115537575,OSHA administers the Occupational Safety and Health (OSH) Act. Safety and health conditions in most private industries are regulated by OSHA or OSHA-approved state plans.,8,4.0,top from debiased,debiased,5,,
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_26_615703467,"The Occupational Safety and Health Act. February 4, 2015 by: Content Team. The primary federal law that governs health and safety practices in both governmental industries and the private sector, the Occupational Safety and Health Act works to ensure that all employers keep their employees safe in the workplace.",6,5.0,top from debiased,debiased,6,,
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_56_152854308,"This labor law was passed to encourage safer work conditions in most private sector workplaces for employers and employees in the US. When the Occupational Safety and Health Act was created and passed, Congress created the Occupational Health and Safety Administration, or OSHA, in order to assure safe and healthy working conditions for employees.",7,7.0,top from debiased,debiased,7,,
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_50_828441468,"The Occupational Safety and Health Administration (OSHA) is a part of the United States Department of Labor formed by the OSH Act. They govern the health and safety of certain public sector employers and workers as well as the majority of private sector businesses. OSHA is oftentimes perceived as a pest in high-risk industries like construction and manufacturing, where an OSHA inspector can arrive with little notice to assure compliance with OSHA rules, regulations, and record retention requirements.",9,8.0,top from debiased,debiased,8,,
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_43_351182658,"Located in states and major urban areas throughout the country, fusion centers are uniquely situated to empower front-line law enforcement, public safety, fire service (PDF - 22 pages, 2.21 MB), emergency response , public health, critical infrastructure protection (PDF - 30 pages, 3.54 MB) and private sector security personnel to lawfully gather and share threat-related information.",88,,easy negative,debiased,9,0.2185465067625046,
1110996,what is the role of t tubules,msmarco_passage_30_604452674,t tubules function to. Facilitate cellular communication during muscle contraction. What is the role of Ca2+ in a muscle contraction. Binding to troponin which changed the conformation of the tropomyosin and permits the myosin to bind to actin. Wavelike contraction produced by smooth muscle is.,1,1.0,top from biased,biased,1,,
1110996,what is the role of t tubules,msmarco_passage_01_139310248,"T-tubules ( transverse tubules) are extensions of the cell membrane that penetrate into the centre of skeletal and cardiac muscle cells. With membranes that contain large concentrations of ion channels, transporters, and pumps, T-tubules permit rapid transmission of the action potential into the cell, and also play an important role in regulating cellular calcium concentration.",2,2.0,top from biased,biased,2,,
1110996,what is the role of t tubules,msmarco_passage_11_677770223,"T-tubules. At some places along the length of the fiber, the sarcolemma invaginates into the cytoplasm to form transverse tubules called T-tubules. Each T-tubule is connected with smooth endoplasmic reticulum on either side to form a triad. These triads serve a special role in the contraction of skeletal muscles.",3,3.0,top from biased,biased,3,,
1110996,what is the role of t tubules,msmarco_passage_00_560151626,"Proteins Present in the T-Tubule Membrane. The function of the t-tubules depends not only on their structure but also on the proteins within, and adjacent to, the t-tubule membrane. Immunohistochemical techniques have been widely used to investigate the location of proteins within cardiac ventricular myocytes.",4,6.0,top from biased,biased,4,,
1110996,what is the role of t tubules,msmarco_passage_15_425718829,"There are two sets of tubules within skeletal muscles fibers that carry out critical functions during muscle contractions: the sarcoplasmic reticulum and the T tubules. T tubules (transverse tubules) are invaginations, or indentations of the sarcolemma.",5,4.0,top from debiased,debiased,5,,
1110996,what is the role of t tubules,msmarco_passage_00_649131098,"When an action potential depolarizes the muscle cell membrane, it also travels into the body of the cell via the t-tubules . The t-tubules are one component of the triads, which are composed of the t-tubule surrounded by the terminal cisternae of two parts of the cell's S.R.",7,5.0,top from debiased,debiased,6,,
1110996,what is the role of t tubules,msmarco_passage_04_564118648,"The T- tubules contain extracellular fluid, which is high in both calcium and sodium ions. Inside the muscle fibers, the T-tubules lie close to enlarged areas of the sarcoplasmic reticulum known as terminal cisternae. Two terminal cisternae found on either side of a T-tubule is known as a triad.",12,7.0,top from debiased,debiased,7,,
1110996,what is the role of t tubules,msmarco_passage_18_804877541,"In between two terminal cisternae is a tubular infolding called a transverse tubule (T tubule). T tubules are the pathways for action potentials to signal the sarcoplasmic reticulum to release calcium, causing a muscle contraction. Together, two terminal cisternae and a transverse tubule form a triad.",10,8.0,top from debiased,debiased,8,,
1110996,what is the role of t tubules,msmarco_passage_15_729791428,"A small section of a ventricular myocyte is depicted with two T-tubule projections (T-tubule  spacing ∼1.8 µm). During the diastolic phase ( Bi ), the L-type VOCCs (red channels on the T-tubule membranes) and RyRs (blue channels on SR membrane) are silent.",77,,easy negative,debiased,9,0.44665842056274413,
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_57_75277978,"What's the meaning of the phrase 'Jump on the bandwagon'? Join a growing movement in support of someone or something, often in an opportunist way, when that movement is seen to have become successful.",1,1.0,top from biased,biased,1,,
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_47_543222397,Jump on the Bandwagon. The phrase ‘Jump on the Bandwagon’ means to join in a popular activity.,2,4.0,top from biased,biased,2,,
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_30_131171717,Jump on the bandwagon. “Jump on the bandwagon ” is a common English idiom that’s used to refer to people joining in with a popular trend. This might be something negative or positive depending on whose using the phrase and whose participating in the metaphorical jumping.,3,3.0,top from biased,biased,3,,
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_45_771413389,Jump on the Bandwagon. To jump on the bandwagon is a phrase used to refer to people who are doing whatever is popular or whatever others are doing. This phrase comes from a political age when political candidates would throw parades to drum up supporters.,4,2.0,top from biased,biased,4,,
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_30_131172954,"Meaning of “Jump on the bandwagon”. To “jump on the bandwagon” means that one is going to join in with prevailing public opinion or interest. For example, if a politician becomes quite popular, that popularity breeds more interest, more people want to be associated with what’s seen as the winning team. It’s also possible to see the phrase “jump off the bandwagon” in use when someone or a group of people realize that their initial willingness to join in with the majority was a mistake.",5,5.0,top from debiased,debiased,5,,
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_05_563782946,"Such bandwagons were used in political rallies and were intended to draw a crowd, leading to the current metaphorical use. Bandwagon is still often used in the context of politics, especially when candidates are competing for the chance to be nominated. Jumping on the bandwagon of a popular candidate means beginning to support them.",22,6.0,top from debiased,debiased,6,,
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_29_617232841,"The term comes from the phrase ""jump on the bandwagon."". Historically, the bandwagon literally was a conveyance of the band attached to a circus; this wagon was also used to ferry successful political candidates and their followers during the campaign. The term is now associated with the idea of attaching yourself to a movement that looks likely to succeed.",8,7.0,top from debiased,debiased,7,,
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_05_563789830,"What does bandwagon mean? If you jump on the bandwagon, you join in with the many people who follow, support, or are fans of someone or something popular and/or successful (especially when it is growing in popularity). Bandwagon is especially used in the context of sports teams, political movements, trends, and entertainment.",7,8.0,top from debiased,debiased,8,,
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_10_308296547,"How a Donkey and an Elephant Came to Represent Democrats and Republicans. The Origin of the Phrase “Jump on the Bandwagon”. Bonus Facts: Despite his huge size, Jumbo was a remarkably calm elephant as long as his trainer was around and he was known to have given thousands of children rides on his back throughout his life.",67,,easy negative,debiased,9,0.11951290220022201,
1113361,what is prior restraint,msmarco_passage_28_207314361,Prior restraint is a form of censorship that allows the government to review the content of printed materials and prevent their publication. Most scholars believe that the First Amendment’s guarantee of freedom of the press includes the restriction of prior restraints.,1,1.0,top from biased,biased,1,,
1113361,what is prior restraint,msmarco_passage_16_95653147,"Prior Restraint Law and Legal Definition. A prior restraint is an official restriction of speech prior to publication. Prior restraint refers to an unconstitutional attempt to prevent publication or broadcast of any statement, which is restraint on free speech and free press prohibited by the First Amendment to the Constitution.",2,2.0,top from biased,biased,2,,
1113361,what is prior restraint,msmarco_passage_64_194926716,"Key Takeaways: Prior Restraint. Prior restraint is the review and restriction of speech prior to its release. Under the First Amendment of the U.S. Constitution, which protects speech and freedom of the press, prior restraint is deemed unconstitutional. There are some exceptions to prohibitions against prior restraint, including obscenity and national security.",3,3.0,top from biased,biased,3,,
1113361,what is prior restraint,msmarco_passage_26_565836663,"prior restraint. n. an attempt to prevent publication or broadcast of any statement, which is an unconstitutional restraint on free speech and free press (even in the guise of anti-nuisance ordinance). Stemming from the First Amendment to the Constitution, the ban on prior restraint allows publication of libel, slander, obvious untruths, anti-government diatribes, racial and religious epithets, and almost any material, except if public security or public safety is endangered (false claim of poison in the reservoir or exhortation to commit a crime like a lynching) and some forms of pornography.",4,4.0,top from biased,biased,4,,
1113361,what is prior restraint,msmarco_passage_64_194927232,"Prior Restraint Definition. Prior restraint is not limited to speech. It can impact all forms of expression including writing, art, and media. It legally takes the form of licenses, gag orders, and injunctions. The government might outright prevent public distribution of media, or place conditions on speech that make it difficult for it to occur.",5,5.0,top from debiased,debiased,5,,
1113361,what is prior restraint,msmarco_passage_33_122466742,Gag orders are intended to ensure fair trial proceedings. Lesson Summary. Prior restraint is a form of censorship where the government prevents the publication of speech before the expression is made. Engaging in prior restraint constitutes a violation of the First Amendment. The primary exception to the prohibition of prior restraint of free expression is when the government censors speech for national security purposes.,6,6.0,top from debiased,debiased,6,,
1113361,what is prior restraint,msmarco_passage_01_791701828,"Another term often used in this context is prior restraint, which means an attempt by the government to prevent the expression of ideas before they are published. Under the First Amendment, prior restraint is clearly unconstitutional.",11,7.0,top from debiased,debiased,7,,
1113361,what is prior restraint,msmarco_passage_15_407171828,"First Amendment: Freedom of Speech Prior Restraint. Collateral Bar Rule. National Security. Preserving Fair Trials. Obscenity. Licensing. Prior restraint is when some sort of administrative system or a court order stops speech from occurring. These kinds of restrictions take several forms, including court ordered injunctions on speech and licensing/permit systems.",10,8.0,top from debiased,debiased,8,,
1113361,what is prior restraint,msmarco_passage_25_149303335,"A paver edge restraint is installed once the pavers have all been installed and the cuts have all been completed. With this process completed, the edge restraint is then installed prior to the joint fill installation. It is important that the restraint is in place and secure prior to the joint fill installation because the pavers will in most cases need to be compacted during this stage of the process.",83,,easy negative,debiased,9,0.16690133959054948,
1117243,what helps u nails grow,msmarco_passage_24_223390352,"Take a multivitamin that contains iron, vitamins A and C, niacin, and calcium to help them grow out strong and healthy. Mixing a few drops of vitamin E and a teaspoon of melaleuca and massaging the skin around the nails will help stop the nail fungus causing onychorrhexis and help your nails grow stronger.",1,1.0,top from biased,biased,1,,
1117243,what helps u nails grow,msmarco_passage_13_8344014,"How garlic helps nails. Garlic is one of the most famous natural ingredients to help our nails grow. There are many ways to apply it. One of the simplest is to crush one or two large garlic cloves and place the paste on our nails for 10 minutes, if possible every day.This mix is excellent to prevent the formation of bacteria, improve circulation and naturally grow nails.",2,2.0,top from biased,biased,2,,
1117243,what helps u nails grow,msmarco_passage_37_509408647,"With a Nail growth serum, the clue is in the title. It helps nails grow! A Serum is actually a formulated, and quite a thick mixture and blends of ingredients that are scientifically proven to improve the rate in which your nails can grow.",3,7.0,top from biased,biased,3,,
1117243,what helps u nails grow,msmarco_passage_67_383701492,"There are several things you can do to encourage your nails to grow. Basic daily care can help keep your nails strong and prevent damage. Certain foods, like red... If you're having a hard time growing out your nails, don't get frustrated. There are several things you can do to encourage your nails to grow.",4,3.0,top from biased,biased,4,,
1117243,what helps u nails grow,msmarco_passage_13_8342907,Contents. How garlic helps nails. Strengthen nails with lemon juice. Horsetail helps grow nails. More natural remedies to make nails grow. A healthy diet for healthy nails. Protect your hands.,11,4.0,top from debiased,debiased,5,,
1117243,what helps u nails grow,msmarco_passage_23_342669409,"Also, broccoli helps your body absorb amino acids and protein, which further hasten how your nails grow. Mushrooms: Mushrooms are a rich source of biotin. Biotin, on the other hand, helps your nails grow longer by adding thickness to your nails. By doing so, your nails are less likely to split.",6,5.0,top from debiased,debiased,6,,
1117243,what helps u nails grow,msmarco_passage_33_176439880,"All that dirt that gets trapped there can create fungus that's actually invisible – but this is what makes your nails so brittle! Therefore, garlic can help combat this fungus so your nails can finally be healthy, strong, and long! Garlic will make your nails grow faster because it will inhibit bacteria and fungus.",12,6.0,top from debiased,debiased,7,,
1117243,what helps u nails grow,msmarco_passage_67_788091872,"Views: 2,042,761. Article Summary X. To grow your fingernails, keep in mind that you can't actually make your nails grow faster, but you can help them grow stronger so they're less likely to break as you're growing them out. To grow stronger nails, try taking biotin supplements, which can make your nails less brittle.",18,8.0,top from debiased,debiased,8,,
1117243,what helps u nails grow,msmarco_passage_05_768574362,"May 25, 2018. What’s the difference between your EIN and your D‑U‑N‑S Number? Knowing can help you grow your business. Business owners often confuse an EIN with a Dun & Bradstreet D‑U‑N‑S Number because they are both nine-digit numbers that help identify a business. Both numbers can also be obtained for free.",82,,easy negative,debiased,9,0.25856172740459443,
1118716,what does karl marx say about the nature of man,msmarco_passage_07_847844617,"If man is shaped by his surroundings, his
   surroundings must be made human. If man is social by nature, he will develop
   his true nature only in society, and the strength of his nature must be measured
   not by the strength of separate individuals but by the power of society. (Karl
   Marx)[2]",1,1.0,top from biased,biased,1,,
1118716,what does karl marx say about the nature of man,msmarco_passage_15_95579322,"Marx believed there was a natural political progression from feudalism to capitalism to communism. According to Erich Fromm's essay “Marx's Concept of Man,” Karl Marx indicated that people are social beings rather than isolated individuals.",2,2.0,top from biased,biased,2,,
1118716,what does karl marx say about the nature of man,msmarco_passage_19_863328013,"Communism portal. Philosophy portal. Socialism portal. v. t. e. Some Marxists posit what they deem to be Karl Marx's theory of human nature, which they accord an important place in his critique of capitalism, his conception of communism, and his ' materialist conception of history '. Marx, however, does not refer to human nature as such, but to Gattungswesen, which is generally translated as 'species-being' or 'species-essence'.",3,3.0,top from biased,biased,3,,
1118716,what does karl marx say about the nature of man,msmarco_passage_19_863525564,"Philosophy portal. Socialism portal. v. t. e. There is no specific Marxist philosophy of nature as Karl Marx did not conceive of nature as separate from society. As the young Marx exposed in the Economic and Philosophical Manuscripts of 1844, labour transforms nature which becomes the ""inorganic body"" of man.",4,6.0,top from biased,biased,4,,
1118716,what does karl marx say about the nature of man,msmarco_passage_43_530797423,A Marxist gives a lot of importance to the history and says that man is driven by the forces created by the quality of needs and wants. Karl Marx. The basic theory of Marxism is that there is a class struggle between classes in capitalist states.,7,4.0,top from debiased,debiased,5,,
1118716,what does karl marx say about the nature of man,msmarco_passage_22_54726837,"24. “To be radical is to go to the root of the matter. For man, however, the root is man himself.”. ― Karl Marx. 25. “Religion is the opium of the masses.”. ― Karl Marx. 26. “The hand-mill gives you society with the feudal lord; the steam-mill society with the industrial capitalist.”.",5,5.0,top from debiased,debiased,6,,
