qid,query,docno,text,biased_rank,debiased_rank,source,from,selected_in_turn
1040198,who is the final arbiter of florida law in instances where there is no federal authority,msmarco_passage_28_851468982,"The Court's caseload is almost entirely appellate in nature, and the Court's decisions cannot be appealed to any authority, as it is the final judicial arbiter in the United States on matters of federal law. However, the Court may consider appeals from the highest state courts or from federal appellate courts.",10,7,position diff: 3,unbiased,8
1040198,who is the final arbiter of florida law in instances where there is no federal authority,msmarco_passage_33_467171744,"But here, the U.S. Supreme Court took it upon itself to be the final arbiter of the meaning of state law. The federal courts, and in fact the federal government, simply do not deal with custody issues except in the rarest circumstances.",8,9,position diff: -1,biased,9
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_04_229219126,"Life Cycle. The dominant stage in the life cycle of bryophytes is the sexually reproducing gametophyte plant stage. But because of the extreme environmental conditions under which these plants exist, most reproduction occurs asexually.",1,1,position diff: 0,both,1
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_13_403234311,"D is correct. All bryophytes have a dominant gametophyte stage in their life cycle. During this stage, the plant is haploid and the sex organs that produce the gametes are developed. Bryophytes are unique compared to many other plant species in that they remain in this stage for long periods.",2,2,position diff: 0,both,2
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_09_610218932,"The haploid stage, in which a multicellular haploid gametophyte develops from a spore and produces haploid gametes, is the dominant stage in the bryophyte life cycle. This stands in direct contrast to the tracheophyte life cycle, in which the diploid stage is dominant.",3,3,position diff: 0,both,3
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_39_832891254,In all Bryophytes the gametophyte generation is dominant. In all other land plants the sporophyte generation is dominant. It is customary to place the dominant generation in the top half of the life cycle diagram. The figure given above summarises the life cycle of a typical Bryophyte.,4,4,position diff: 0,both,4
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_41_625228576,"The life cycle of bryophytes consists of two distinct phases– the gametophytic phase and the sporophytic phase. The haploid gametophyte is dominant, long lived, green and independent whereas the diploid sporophyte is short lived and dependent upon the gametophyte. The two phases are morphologically distinct.",5,5,position diff: 0,both,5
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_41_661660789,"The life cycles of all bryophytes are uniform, and although the gametophyte generation is the most familiar aspect of the life cycle, neither the sporophyte nor the gametophyte generation is dominant. Previous Introduction to Plants. Next Quiz Nonvascular Plants. Introduction to Biology.",6,8,position diff: -2,biased,6
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_00_692365008,"In Bryophytes, the gameophyte is the dominant, recognizable stage of life cycle and is the stage that carries out most of the plant's photosynthesis. ﻿. Chapter 22-3 Ferns, Lifecycle Diagram & #1-3.",7,6,position diff: 1,unbiased,7
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_04_176516058,"Bryophytes or Moss plants life cycle goes with two stages. The
two stages are the haploid (gametophyte) and the diploid
(sporophyte) which is the dominant stage.",10,7,position diff: 3,unbiased,8
1104300,which part of the life cycle is dominant in bryophyte,msmarco_passage_29_587960871,"Bryohytes are a division of non-vascular land plants, which are classified under kingdom of Plantae. They are spore-producing plants in which the gametophyte stage is dominant in the life cycle. Bryophytes are not seed-producing or flowering plants. They are mostly autotrophs.",8,13,position diff: -5,biased,9
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_23_292595528,"Oceanic plates are forced under continental plates, forming subduction zones. Subduction zones destroy oceanic crust. Transform boundaries occur where two plates are sliding horizontally past each other. They are also referred to as conservative boundaries because crust is neither created nor destroyed.",1,1,position diff: 0,both,1
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_64_118540069,"Convergent boundaries are where the plates collide with one another causing the subduction of one plate beneath the other. Transform boundaries are the final type of plate boundary and at these locations, no new crust is created and none is destroyed. Instead, the plates slide horizontally past one another.",2,2,position diff: 0,both,2
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_30_651422467,"3. Transform: two plates move horizontally past one another. Discuss the features, processes, and relative plate motions associated with a divergent plate boundary. A divergent boundary that occurs in the ocean will lead to a mid ocean ridge, in which magma will rise to fill the gap left between the two plates.",3,3,position diff: 0,both,3
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_55_657553371,"Introduction. Where tectonic plates slip horizontally past one another, lithosphere is neither created nor destroyed. Instead, blocks of crust are torn apart in a broad zone of shearing between the two plates. Such boundaries are called transform plate boundaries because they connect other plate boundaries in various combinations, transforming the site of plate motion.",4,4,position diff: 0,both,4
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_23_288607043,"The last type of plate boundary is the transform boundary, which is where two plates slide past one another. Unlike the other two types of plate boundaries in which new seafloor is created at divergent boundaries and where old seafloor is subducted at convergent boundaries, transform plate boundaries neither create nor destroy crust.",5,5,position diff: 0,both,5
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_35_174658196,"The way one plate moves relative to another determines the type of boundary: spreading, where the two plates move away from each other; subduction, where the two plates move toward each other, with one sliding beneath the other; and transform, where the two plates slide horizontally past each other.",6,6,position diff: 0,both,6
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_23_288556993,"An example of a subduction zone formed from a convergent boundary is the Chile-Peru trench. The last type of plate boundary is the transform boundary, which is where two plates slide past one another. Unlike the other two types of plate boundaries in which new seafloor is created at divergent boundaries and where old seafloor is subducted at convergent boundaries, transform plate boundaries neither create nor destroy the seafloor.",7,9,position diff: -2,biased,7
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_23_290887728,"Divergent boundary—Plates move apart, spreading horizontally. Convergent boundary—Plates collide, causing either one plate to dive under the other or the edges of both plates to crumple. Transform boundary—Plates slide past one another. An example of a divergent boundary is the one between Saudi Arabia and Egypt.",8,7,position diff: 1,unbiased,8
1104447,which kind of continental boundary is formed where two plates move horizontally past one another,msmarco_passage_31_577003900,"Transform Boundaries. . Transform boundaries are when two tectonic plates slide horizontally past one another. Like divergent boundaries, transform boundaries can occur underwater or on land. When the two plates slide past each other, friction is caused, building up stress in both plates, which then causes an earthquake.",10,8,position diff: 2,unbiased,9
1107704,what was the main benefit of a single european currency,msmarco_passage_06_221669119,Benefits Of Single European Currency - Free Coursework from Essay.uk.com. More coursework: 1 - A | B | C | D | E | F | G | H | I - J | K - L | M | N - O | P - S | T | U - Y.,1,1,position diff: 0,both,1
1107704,what was the main benefit of a single european currency,msmarco_passage_06_847023736,"A single currency will be an important complement to the Single European Market, which would make the European Union a more powerful player in the global economy, and the UK might benefit from full-scale participation in this.",2,2,position diff: 0,both,2
1107704,what was the main benefit of a single european currency,msmarco_passage_01_204519962,"Tangible proof of European integration, the single currency has a specific history of design, implementation, and policies. Although the switch to the euro took place almost 20 years ago, in some countries it is still possible to exchange old national notes and coins with the single European currency. Benefits of the euro.",3,3,position diff: 0,both,3
1107704,what was the main benefit of a single european currency,msmarco_passage_06_221679446,Examine the potential benefits to European manufactures and consumers of single European currency. Consumers could benefit by having more choice of commodities to chose as the supply of commodities increase as firms would increase production (they would know their returns and be willing to take more risks as explained below).,4,7,position diff: -3,biased,4
1107704,what was the main benefit of a single european currency,msmarco_passage_53_63292867,"It helps to generate a very good economy and political sense. A single currency helps people to think on the same lines when comparing product prices between countries. A single currency between the Euro members, strengthens the European Union monetary policy within the financial world.",5,4,position diff: 1,unbiased,5
1107704,what was the main benefit of a single european currency,msmarco_passage_68_155495476,"European Union’s Common Currency. The European Union’s decision to have a common currency is a good economic decision. The single currency has several benefits including the increased trade within the region, eliminates exchange costs incurred by businesses transacting across borders, and eliminates exchange rate fluctuation risk. European Union member states have gained substantially from the use of a common currency.",6,5,position diff: 1,unbiased,6
1107704,what was the main benefit of a single european currency,msmarco_passage_06_847024080,"One country can no longer devalue its currency against another member country in a bid to increase the competitiveness of its exporters. A European currency will strengthen European identity. Federal Europe is not necessarily going to be a consequence of a shared single currency. The new Euro will be among the strongest currencies in the world, along with the US Dollar and the Japanese Yen.",7,6,position diff: 1,unbiased,7
1107704,what was the main benefit of a single european currency,msmarco_passage_22_36009561,"Stability, a single currency, mobility and growth. The EU has delivered more than half a century of peace, stability and prosperity, helped raise living standards and launched a single European currency: the euro. More than 340 million EU citizens in 19 countries now use it as their currency and enjoy its benefits.",11,8,position diff: 3,unbiased,8
1107704,what was the main benefit of a single european currency,msmarco_passage_38_823706842,Disadvantages and Advantages of a Single Currency. 1679 Words | 7 Pages. for and against the UK joining the European single currency. The European single currency is a common legal tender currently used by 17 of the 27 member states of the Euro zone.,8,9,position diff: -1,unbiased,9
1107821,what was radio free europe,msmarco_passage_40_167978653,"Radio Free Europe, also called Radio Free Europe/Radio Liberty (RFE/RL), radio broadcasting organization created by the United States government in 1950 to provide information and political commentary to the people of communist eastern Europe and the Soviet Union.",1,1,position diff: 0,both,1
1107821,what was radio free europe,msmarco_passage_20_544498564,"Radio Free Europe. Radio Free Europe/ Radio Liberty Newsroom in Munich, 1994. Radio Free Europe was created and grew in its early years through the efforts of the National Committee for a Free Europe (NCFE), an anti-communist CIA front organization that was formed by Allen Dulles in New York City in 1949.",2,2,position diff: 0,both,2
1107821,what was radio free europe,msmarco_passage_31_859330905,"Radio Free Europe/Radio Liberty (RFE/RL) as a broadcasting organization was founded as an anti-communist news source in 1949 by the National Committee for a Free Europe, as part of a large-scale Psychological Operation during the Cold War. RFE/RL received funds from the Central Intelligence Agency until 1972.",3,3,position diff: 0,both,3
1107821,what was radio free europe,msmarco_passage_40_167980252,"The CIA ended its involvement in Radio Free Europe’s financing and operation in 1971, and control was transferred to a Board for International Broadcasting appointed by the U.S. president. Radio Free Europe was merged with a similar broadcasting organization named Radio Liberty in 1976, creating what is still called Radio Free Europe/Radio Liberty (RFE/RL).",4,5,position diff: -1,biased,4
1107821,what was radio free europe,msmarco_passage_45_848744528,"10. Pirate American Radio. The National Committee for a Free Europe, whose greatest legacy is Radio Free Europe, was created with the CIA to combat communism in Europe. From 1949 on, the United States government funded the broadcast, which pulsed out throughout the Eastern Bloc states as a Cold War tactic.",7,4,position diff: 3,unbiased,5
1107821,what was radio free europe,msmarco_passage_39_21614560,"Radio Free Europe / Radio Liberty. Radio Free Europe/Radio Liberty (RFE/RL) is a private, nonprofit, multimedia broadcasting corporation that serves as a surrogate media source in 27 languages and in 23 countries, including Afghanistan, Iran, Pakistan, Russia, and Ukraine.",5,6,position diff: -1,biased,6
1107821,what was radio free europe,msmarco_passage_40_167979346,"Because of its largely successful efforts to outwit communist censors and reach its listeners on a daily basis, Radio Free Europe is credited with having contributed significantly to the demise of communist regimes throughout eastern Europe.",6,9,position diff: -3,biased,7
1107821,what was radio free europe,msmarco_passage_26_865036706,"Along with the broadcasts of the British Broadcasting Corporation and the Voice of America to Central and Eastern Europe, a major propaganda effort begun in 1949 was Radio Free Europe/Radio Liberty, dedicated to bringing about the peaceful demise of the Communist system in the Eastern Bloc.",8,8,position diff: 0,biased,8
1107821,what was radio free europe,msmarco_passage_13_612055334,"11. Radio Free Europe / Radio Liberty. Washington, Prague, & More About Website Radio Free Europe / Radio Liberty is an international news and broadcast organization serving Central and Eastern Europe, the Caucasus, Central Asia, Russia, the Middle East and Balkan countries. Website rferl.org.",9,11,position diff: -2,biased,9
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_66_809521360,OSH Act Home Safety Act Occupational Health Act  Workplace Safety Act. What law is concerned with the safety and health conditions in the majority of private-sector industries?,1,1,position diff: 0,both,1
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_66_809521662,Occupational Safety and Health (OSH) Act is concerned with the safety and health conditions in the majority of private-sector industries. g. Expert answered| bheng2x |Points 47|. Log in for more information. Question.,2,2,position diff: 0,both,2
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_10_696727361,OSH Act Home Safety Act Occupational Health Act  Workplace Safety Act. Occupational Safety and Health (OSH) Act is concerned with the safety and health conditions in the majority of private-sector industries. s. Expert answered| bheng2x |Points 47|. Log in for more information.,3,3,position diff: 0,both,3
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_44_115337209,"Workplace Safety and Health. The Occupational Safety and Health (OSH) Act is administered by the Occupational Safety and Health Administration (OSHA). Safety and health conditions in most private industries are regulated by OSHA or OSHA-approved state programs, which also cover public sector employers.",4,4,position diff: 0,both,4
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_65_153889578,"The nation's main workplace safety and health law is the Occupational Safety and Health Act of 1970, which requires all private-sector employers to furnish a safe workplace, free of recognized hazards, to their employees, and requires employers and employees to comply with occupational safety and health standards adopted by the U.S. Department of Labor's OSHA division (for the main duty clause of OSHA, see 29 U.S.C. § 654 ).",5,5,position diff: 0,both,5
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_26_615703467,"The Occupational Safety and Health Act. February 4, 2015 by: Content Team. The primary federal law that governs health and safety practices in both governmental industries and the private sector, the Occupational Safety and Health Act works to ensure that all employers keep their employees safe in the workplace.",6,6,position diff: 0,both,6
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_56_152854308,"This labor law was passed to encourage safer work conditions in most private sector workplaces for employers and employees in the US. When the Occupational Safety and Health Act was created and passed, Congress created the Occupational Health and Safety Administration, or OSHA, in order to assure safe and healthy working conditions for employees.",7,7,position diff: 0,both,7
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_44_115537575,OSHA administers the Occupational Safety and Health (OSH) Act. Safety and health conditions in most private industries are regulated by OSHA or OSHA-approved state plans.,8,8,position diff: 0,both,8
1109840,what law is concerned with the safety and health conditions in the majority of private sector industries,msmarco_passage_36_667854016,"OSHA sets and enforces safe working standards by offering training, outreach and education. OSHA Act. A US labor law that governs occupational health and safety standards in both the public and private sectors. This law was passed in 1970, after growing awareness of workplace safety issues reached its peak.",9,10,position diff: -1,biased,9
1110996,what is the role of t tubules,msmarco_passage_30_604452674,t tubules function to. Facilitate cellular communication during muscle contraction. What is the role of Ca2+ in a muscle contraction. Binding to troponin which changed the conformation of the tropomyosin and permits the myosin to bind to actin. Wavelike contraction produced by smooth muscle is.,1,1,position diff: 0,both,1
1110996,what is the role of t tubules,msmarco_passage_01_139310248,"T-tubules ( transverse tubules) are extensions of the cell membrane that penetrate into the centre of skeletal and cardiac muscle cells. With membranes that contain large concentrations of ion channels, transporters, and pumps, T-tubules permit rapid transmission of the action potential into the cell, and also play an important role in regulating cellular calcium concentration.",2,2,position diff: 0,both,2
1110996,what is the role of t tubules,msmarco_passage_11_677770223,"T-tubules. At some places along the length of the fiber, the sarcolemma invaginates into the cytoplasm to form transverse tubules called T-tubules. Each T-tubule is connected with smooth endoplasmic reticulum on either side to form a triad. These triads serve a special role in the contraction of skeletal muscles.",3,3,position diff: 0,both,3
1110996,what is the role of t tubules,msmarco_passage_00_560151626,"Proteins Present in the T-Tubule Membrane. The function of the t-tubules depends not only on their structure but also on the proteins within, and adjacent to, the t-tubule membrane. Immunohistochemical techniques have been widely used to investigate the location of proteins within cardiac ventricular myocytes.",4,4,position diff: 0,both,4
1110996,what is the role of t tubules,msmarco_passage_32_260062509,"T-tubule plasticity. The T-tubule membrane possesses a high plasticity which provides the stability required during muscle contraction, and facilitates repair upon damage. In addition to its principal function in EC coupling, the plasticity of T-tubules confers to this system non-related EC functions.",5,9,position diff: -4,biased,5
1110996,what is the role of t tubules,msmarco_passage_15_425718829,"There are two sets of tubules within skeletal muscles fibers that carry out critical functions during muscle contractions: the sarcoplasmic reticulum and the T tubules. T tubules (transverse tubules) are invaginations, or indentations of the sarcolemma.",8,5,position diff: 3,unbiased,6
1110996,what is the role of t tubules,msmarco_passage_02_566603201,Now the AP travels down transverse tubules (T-tubules) and stimulates the sarcoplasmic reticulum to release calcium (Ca+2) into the muscle fiber. Calcium will play an important role within the sarcomere in initiating a muscle contraction (Fig. 2) 6.,6,8,position diff: -2,biased,7
1110996,what is the role of t tubules,msmarco_passage_00_612808760,"Role of calcium in the muscle fiber. In addition to depolarizing the fiber membrane, the action potential travels over the fiber’s network of tubules (T-tubules) to the interior of the cell. The arrival of an electrical charge causes the adjacent SR to release large quantities of stored calcium ions (Ca 2+ ) into the sarcoplasm.",7,6,position diff: 1,unbiased,8
1110996,what is the role of t tubules,msmarco_passage_00_649131098,"When an action potential depolarizes the muscle cell membrane, it also travels into the body of the cell via the t-tubules . The t-tubules are one component of the triads, which are composed of the t-tubule surrounded by the terminal cisternae of two parts of the cell's S.R.",10,7,position diff: 3,unbiased,9
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_57_75277978,"What's the meaning of the phrase 'Jump on the bandwagon'? Join a growing movement in support of someone or something, often in an opportunist way, when that movement is seen to have become successful.",1,1,position diff: 0,both,1
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_47_543222397,Jump on the Bandwagon. The phrase ‘Jump on the Bandwagon’ means to join in a popular activity.,2,2,position diff: 0,both,2
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_57_75279844,The meaning and origin of the expression: Jump on the bandwagon. Browse phrases beginning with: A B C D E F G H I J K L M N O P Q R S T UV W XYZ Full List.,3,6,position diff: -3,biased,3
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_30_131171717,Jump on the bandwagon. “Jump on the bandwagon ” is a common English idiom that’s used to refer to people joining in with a popular trend. This might be something negative or positive depending on whose using the phrase and whose participating in the metaphorical jumping.,4,3,position diff: 1,unbiased,4
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_45_771413389,Jump on the Bandwagon. To jump on the bandwagon is a phrase used to refer to people who are doing whatever is popular or whatever others are doing. This phrase comes from a political age when political candidates would throw parades to drum up supporters.,6,4,position diff: 2,unbiased,5
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_30_131172954,"Meaning of “Jump on the bandwagon”. To “jump on the bandwagon” means that one is going to join in with prevailing public opinion or interest. For example, if a politician becomes quite popular, that popularity breeds more interest, more people want to be associated with what’s seen as the winning team. It’s also possible to see the phrase “jump off the bandwagon” in use when someone or a group of people realize that their initial willingness to join in with the majority was a mistake.",5,5,position diff: 0,unbiased,6
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_05_563789830,"What does bandwagon mean? If you jump on the bandwagon, you join in with the many people who follow, support, or are fans of someone or something popular and/or successful (especially when it is growing in popularity). Bandwagon is especially used in the context of sports teams, political movements, trends, and entertainment.",12,7,position diff: 5,unbiased,7
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_29_617232841,"The term comes from the phrase ""jump on the bandwagon."". Historically, the bandwagon literally was a conveyance of the band attached to a circus; this wagon was also used to ferry successful political candidates and their followers during the campaign. The term is now associated with the idea of attaching yourself to a movement that looks likely to succeed.",10,8,position diff: 2,unbiased,8
1111577,what is the meaning of the phrase jump on the bandwagon,msmarco_passage_25_376872968,"jump on the bandwagon. join others in doing something or supporting a cause that is fashionable or likely to be successful. Bandwagon was originally the US term for a large wagon able to carry a band of musicians in a procession. See also: bandwagon, jump, on. Farlex Partner Idioms Dictionary © Farlex 2017.",11,9,position diff: 2,unbiased,9
1113361,what is prior restraint,msmarco_passage_28_207314361,Prior restraint is a form of censorship that allows the government to review the content of printed materials and prevent their publication. Most scholars believe that the First Amendment’s guarantee of freedom of the press includes the restriction of prior restraints.,1,1,position diff: 0,both,1
1113361,what is prior restraint,msmarco_passage_16_95653147,"Prior Restraint Law and Legal Definition. A prior restraint is an official restriction of speech prior to publication. Prior restraint refers to an unconstitutional attempt to prevent publication or broadcast of any statement, which is restraint on free speech and free press prohibited by the First Amendment to the Constitution.",2,2,position diff: 0,both,2
1113361,what is prior restraint,msmarco_passage_64_194926716,"Key Takeaways: Prior Restraint. Prior restraint is the review and restriction of speech prior to its release. Under the First Amendment of the U.S. Constitution, which protects speech and freedom of the press, prior restraint is deemed unconstitutional. There are some exceptions to prohibitions against prior restraint, including obscenity and national security.",3,3,position diff: 0,both,3
1113361,what is prior restraint,msmarco_passage_26_565836663,"prior restraint. n. an attempt to prevent publication or broadcast of any statement, which is an unconstitutional restraint on free speech and free press (even in the guise of anti-nuisance ordinance). Stemming from the First Amendment to the Constitution, the ban on prior restraint allows publication of libel, slander, obvious untruths, anti-government diatribes, racial and religious epithets, and almost any material, except if public security or public safety is endangered (false claim of poison in the reservoir or exhortation to commit a crime like a lynching) and some forms of pornography.",4,4,position diff: 0,both,4
1113361,what is prior restraint,msmarco_passage_64_194927232,"Prior Restraint Definition. Prior restraint is not limited to speech. It can impact all forms of expression including writing, art, and media. It legally takes the form of licenses, gag orders, and injunctions. The government might outright prevent public distribution of media, or place conditions on speech that make it difficult for it to occur.",5,5,position diff: 0,both,5
1113361,what is prior restraint,msmarco_passage_41_660382296,Prior restraint. Laws that call for prior restraint are basically censorship laws that prevent the publication of information before it is officially released. The most famous case in recent years involved the Pentagon Papers in 1971.,6,9,position diff: -3,biased,6
1113361,what is prior restraint,msmarco_passage_33_122466742,Gag orders are intended to ensure fair trial proceedings. Lesson Summary. Prior restraint is a form of censorship where the government prevents the publication of speech before the expression is made. Engaging in prior restraint constitutes a violation of the First Amendment. The primary exception to the prohibition of prior restraint of free expression is when the government censors speech for national security purposes.,9,6,position diff: 3,unbiased,7
1113361,what is prior restraint,msmarco_passage_31_544615024,"THOMAS  I.  EMERSON*. The  concept  of  prior  restraint,  roughly  speaking,  deals  with  official  restrictions. imposed  upon  speech  or  other forms  of  expression  in  advance  of actual  publication. Prior restraint is thus distinguished  from  subsequent punishment, which  is  a  penalty. imposed  after the communication  has been made as a punishment for having made it.",7,7,position diff: 0,both,8
1113361,what is prior restraint,msmarco_passage_14_109598586,"For prior restraint to apply, the government must prove that the speech is clear and an identifiable danger. The term ''prior restraint'' connotes 'an early limit or a given restriction', which implies the necessary adjustment to a particular speech or expression needed for its presentation.",8,13,position diff: -5,biased,9
1117243,what helps u nails grow,msmarco_passage_24_223390352,"Take a multivitamin that contains iron, vitamins A and C, niacin, and calcium to help them grow out strong and healthy. Mixing a few drops of vitamin E and a teaspoon of melaleuca and massaging the skin around the nails will help stop the nail fungus causing onychorrhexis and help your nails grow stronger.",1,1,position diff: 0,both,1
1117243,what helps u nails grow,msmarco_passage_13_8344014,"How garlic helps nails. Garlic is one of the most famous natural ingredients to help our nails grow. There are many ways to apply it. One of the simplest is to crush one or two large garlic cloves and place the paste on our nails for 10 minutes, if possible every day.This mix is excellent to prevent the formation of bacteria, improve circulation and naturally grow nails.",2,2,position diff: 0,both,2
1117243,what helps u nails grow,msmarco_passage_37_509408647,"With a Nail growth serum, the clue is in the title. It helps nails grow! A Serum is actually a formulated, and quite a thick mixture and blends of ingredients that are scientifically proven to improve the rate in which your nails can grow.",3,3,position diff: 0,both,3
1117243,what helps u nails grow,msmarco_passage_23_342471482,"Conclusion On Does Toothpaste Help Your Nails Grow. There may be lots of things which you can use to grow your nails, but toothpaste is certainly not part of it, and that’s what I’ve been able to prove in this article.",4,5,position diff: -1,biased,4
1117243,what helps u nails grow,msmarco_passage_67_383701492,"There are several things you can do to encourage your nails to grow. Basic daily care can help keep your nails strong and prevent damage. Certain foods, like red... If you're having a hard time growing out your nails, don't get frustrated. There are several things you can do to encourage your nails to grow.",6,4,position diff: 2,unbiased,5
1117243,what helps u nails grow,msmarco_passage_23_342471840,"So if you’re still wondering what actually speed nail growth, then you need to consider first, what you eat, how often you moisturise and most importantly, exercise more. I hope I’ve been able to answer your question whether or not if toothpaste indeed help nails grow.",5,7,position diff: -2,biased,6
1117243,what helps u nails grow,msmarco_passage_23_342669409,"Also, broccoli helps your body absorb amino acids and protein, which further hasten how your nails grow. Mushrooms: Mushrooms are a rich source of biotin. Biotin, on the other hand, helps your nails grow longer by adding thickness to your nails. By doing so, your nails are less likely to split.",7,6,position diff: 1,both,7
1117243,what helps u nails grow,msmarco_passage_29_287281174,"Nails grow from an area under the cuticles known as the matrix, which is a living part of your nail bed. As the nails grow, older sections become hardened and are pushed out. This become the white section of finger and toe nails. There are several ways to help a nail stay strong and regrow.",8,8,position diff: 0,biased,8
1117243,what helps u nails grow,msmarco_passage_45_826819142,"Method 6: Soak Your Nails in Salt Water and Oil. Saltwater and oil is a simple, inexpensive, and effective remedy to help your nails grow faster. Sea salt helps in mineralization of your nails, making them stronger. The oil helps moisturize the nails and cuticles.",9,9,position diff: 0,biased,9
1118716,what does karl marx say about the nature of man,msmarco_passage_07_847844617,"If man is shaped by his surroundings, his
   surroundings must be made human. If man is social by nature, he will develop
   his true nature only in society, and the strength of his nature must be measured
   not by the strength of separate individuals but by the power of society. (Karl
   Marx)[2]",1,1,position diff: 0,both,1
1118716,what does karl marx say about the nature of man,msmarco_passage_15_95579322,"Marx believed there was a natural political progression from feudalism to capitalism to communism. According to Erich Fromm's essay “Marx's Concept of Man,” Karl Marx indicated that people are social beings rather than isolated individuals.",2,2,position diff: 0,both,2
1118716,what does karl marx say about the nature of man,msmarco_passage_19_863328013,"Communism portal. Philosophy portal. Socialism portal. v. t. e. Some Marxists posit what they deem to be Karl Marx's theory of human nature, which they accord an important place in his critique of capitalism, his conception of communism, and his ' materialist conception of history '. Marx, however, does not refer to human nature as such, but to Gattungswesen, which is generally translated as 'species-being' or 'species-essence'.",3,3,position diff: 0,both,3
1118716,what does karl marx say about the nature of man,msmarco_passage_22_54723452,"It is man, real, living man who does all that, who possesses and fights; ‘history’ is not, as it were, a person apart, using man as a means to achieve its own aims; history is nothing but the activity of man pursuing his aims.”. ― Karl Marx. 13. “History is the judge — its executioner, the proletarian.”. ― Karl Marx.",4,6,position diff: -2,biased,4
1118716,what does karl marx say about the nature of man,msmarco_passage_19_863525564,"Philosophy portal. Socialism portal. v. t. e. There is no specific Marxist philosophy of nature as Karl Marx did not conceive of nature as separate from society. As the young Marx exposed in the Economic and Philosophical Manuscripts of 1844, labour transforms nature which becomes the ""inorganic body"" of man.",5,4,position diff: 1,unbiased,5
1118716,what does karl marx say about the nature of man,msmarco_passage_22_54726837,"24. “To be radical is to go to the root of the matter. For man, however, the root is man himself.”. ― Karl Marx. 25. “Religion is the opium of the masses.”. ― Karl Marx. 26. “The hand-mill gives you society with the feudal lord; the steam-mill society with the industrial capitalist.”.",6,5,position diff: 1,unbiased,6
1118716,what does karl marx say about the nature of man,msmarco_passage_43_530797423,A Marxist gives a lot of importance to the history and says that man is driven by the forces created by the quality of needs and wants. Karl Marx. The basic theory of Marxism is that there is a class struggle between classes in capitalist states.,12,7,position diff: 5,unbiased,7
1118716,what does karl marx say about the nature of man,msmarco_passage_20_738724479,"Karl Marx. In Marx's theory of alienation, he states that self-estrangement is the feeling of being alienated from people and things around you. Karl Marx's theory focused more on the self-estrangement aspect in man's work. He further explain it by saying that self-estrangement is the alienation of man from himself and his feelings, man's loss of purpose, objectification of himself to think he isn't good enough and realization of that.",11,8,position diff: 3,unbiased,8
1118716,what does karl marx say about the nature of man,msmarco_passage_40_164637888,"What uniquely characterizes the thought of Marx is that, instead of making abstract affirmations about a whole group of problems such as human nature, knowledge, and matter, he examines each problem in its dynamic relation to the others and, above all, tries to relate them to historical, social, political, and economic realities. Karl Marx.",14,9,position diff: 5,unbiased,9
1121909,what are the instruments in a woodwind quintet,msmarco_passage_02_729699920,"The Early Development of the Wind Quintet. The woodwind  quintet is comprised of the four principal woodwinds from the orchestra: flute, oboe, clarinet, and bassoon; and one brass  instrument, the horn. Although most of the attention given to instrumental chamber  music is aimed towards the string quartet, the woodwind quintet has both a history and a collection of music that is worth  recognizing.",1,1,position diff: 0,both,1
